Individual ,Sire,Dam,Family,Culture,Length,Block,pH,photo_ID,Malformed
1601,S8,D8,16,1,119.385,4,8.1,C20_1_.tif,no
1602,S8,D8,16,1,121.92,4,8.1,C20_1_1.tif,no
1603,S8,D8,16,1,121.7,4,8.1,C20_1_2.tif,no
1604,S8,D8,16,1,117.949,4,8.1,C20_1_2.tif,no
1605,S8,D8,16,1,115.515,4,8.1,C20_1_3.tif,no
1606,S8,D8,16,1,116.089,4,8.1,C20_1_3.tif,no
1607,S8,D8,16,1,120.541,4,8.1,C20_1_4.tif,no
1608,S8,D8,16,1,117.505,4,8.1,C20_1_5.tif,no
1609,S8,D8,16,1,119.797,4,8.1,C20_1_5.tif,yes
1610,S8,D8,16,1,119.938,4,8.1,C20_1_5.tif,no
1611,S8,D8,16,1,117.255,4,8.1,C20_1_5.tif,no
1612,S8,D8,16,1,115.136,4,8.1,C20_1_5.tif,yes
1613,S8,D8,16,1,117.205,4,8.1,C20_1_5.tif,yes
1614,S8,D8,16,1,117.885,4,8.1,C20_1_5.tif,no
1615,S8,D8,16,1,120.901,4,8.1,C20_1_6.tif,no
1616,S8,D8,16,1,116.921,4,8.1,C20_1_6.tif,no
1617,S8,D8,16,1,120.411,4,8.1,C20_1_6.tif,no
1618,S8,D8,16,1,118.226,4,8.1,C20_1_6.tif,no
1619,S8,D8,16,1,119.746,4,8.1,C20_1_7.tif,no
1620,S8,D8,16,1,107.5,4,8.1,C20_1_8.tif,yes
1621,S8,D8,16,2,115.311,4,8.1,C20_2_.tif,no
1622,S8,D8,16,2,114.62,4,8.1,C20_2_.tif,no
1623,S8,D8,16,2,119.198,4,8.1,C20_2_1.tif,yes
1624,S8,D8,16,2,116.724,4,8.1,C20_2_1.tif,no
1625,S8,D8,16,2,116.634,4,8.1,C20_2_1.tif,no
1626,S8,D8,16,2,116.76,4,8.1,C20_2_2.tif,no
1627,S8,D8,16,2,113.053,4,8.1,C20_2_2.tif,no
1628,S8,D8,16,2,110.764,4,8.1,C20_2_2.tif,yes
1629,S8,D8,16,2,115.232,4,8.1,C20_2_2.tif,no
1630,S8,D8,16,2,113.985,4,8.1,C20_2_3.tif,yes
1631,S8,D8,16,2,116.602,4,8.1,C20_2_3.tif,yes
1632,S8,D8,16,2,120.568,4,8.1,C20_2_3.tif,yes
1633,S8,D8,16,2,116.748,4,8.1,C20_2_3.tif,no
1634,S8,D8,16,2,116.201,4,8.1,C20_2_4.tif,no
1635,S8,D8,16,2,119.162,4,8.1,C20_2_4.tif,no
1636,S8,D8,16,2,113.658,4,8.1,C20_2_6.tif,yes
1637,S8,D8,16,2,117.772,4,8.1,C20_2_7.tif,no
1638,S8,D8,16,2,116.503,4,8.1,C20_2_7.tif,no
1639,S8,D8,16,2,115.198,4,8.1,C20_2_7.tif,no
1640,S8,D8,16,2,118.89,4,8.1,C20_2_7.tif,no
1641,S8,D8,16,3,118.386,4,8.1,C20_3_.tif,no
1642,S8,D8,16,3,113.985,4,8.1,C20_3_1.tif,yes
1643,S8,D8,16,3,115.803,4,8.1,C20_3_2.tif,no
1644,S8,D8,16,3,108.913,4,8.1,C20_3_2.tif,yes
1645,S8,D8,16,3,113.902,4,8.1,C20_3_2.tif,yes
1646,S8,D8,16,3,115.345,4,8.1,C20_3_3.tif,no
1647,S8,D8,16,3,116.08,4,8.1,C20_3_3.tif,no
1648,S8,D8,16,3,121.29,4,8.1,C20_3_3.tif,no
1649,S8,D8,16,3,106.911,4,8.1,C20_3_3.tif,yes
1650,S8,D8,16,3,114.018,4,8.1,C20_3_3.tif,yes
1651,S8,D8,16,3,108.93,4,8.1,C20_3_3.tif,yes
1652,S8,D8,16,3,114.254,4,8.1,C20_3_4.tif,yes
1653,S8,D8,16,3,113.986,4,8.1,C20_3_4.tif,no
1654,S8,D8,16,3,116.021,4,8.1,C20_3_5.tif,no
1655,S8,D8,16,3,115.308,4,8.1,C20_3_5.tif,no
1656,S8,D8,16,3,111.899,4,8.1,C20_3_5.tif,no
1657,S8,D8,16,3,114.758,4,8.1,C20_3_6.tif,no
1658,S8,D8,16,3,118.717,4,8.1,C20_3_6.tif,no
1659,S8,D8,16,3,116.885,4,8.1,C20_3_7.tif,no
1660,S8,D8,16,3,117.534,4,8.1,C20_3_8.tif,no
1661,S7,D7,13,1,93.5,4,7.5,T17_1_.tif,yes
1662,S7,D7,13,1,106.337,4,7.5,T17_1_1.tif,no
1663,S7,D7,13,1,100.605,4,7.5,T17_1_2.tif,yes
1664,S7,D7,13,1,99.149,4,7.5,T17_1_3.tif,yes
1665,S7,D7,13,1,100.307,4,7.5,T17_1_4.tif,yes
1666,S7,D7,13,1,98.205,4,7.5,T17_1_5.tif,yes
1667,S7,D7,13,1,101.953,4,7.5,T17_1_6.tif,yes
1668,S7,D7,13,1,103.12,4,7.5,T17_1_6.tif,yes
1669,S7,D7,13,1,94.041,4,7.5,T17_1_8.tif,yes
1670,S7,D7,13,1,94.687,4,7.5,T17_1_9.tif,yes
1671,S7,D7,13,1,102.435,4,7.5,T17_1_10-1.tif,no
1672,S7,D7,13,1,105.628,4,7.5,T17_1_12.tif,yes
1673,S7,D7,13,1,101.238,4,7.5,T17_1_13.tif,no
1674,S7,D7,13,1,101.716,4,7.5,T17_1_14.tif,yes
1675,S7,D7,13,1,99.743,4,7.5,T17_1_14.tif,yes
1676,S7,D7,13,1,94.572,4,7.5,T17_1_15.tif,no
1677,S7,D7,13,1,98.68,4,7.5,T17_1_16.tif,yes
1678,S7,D7,13,1,93.987,4,7.5,T17_1_19.tif,no
1679,S7,D7,13,1,80.593,4,7.5,T17_1_19.tif,yes
1680,S7,D7,13,2,99.81,4,7.5,T17_2_.tif,no
1681,S7,D7,13,2,98.169,4,7.5,T17_2_.tif,no
1682,S7,D7,13,2,98.169,4,7.5,T17_2_1.tif,yes
1683,S7,D7,13,2,92.651,4,7.5,T17_2_2.tif,yes
1684,S7,D7,13,2,98.011,4,7.5,T17_2_2.tif,yes
1685,S7,D7,13,2,86.566,4,7.5,T17_2_2.tif,yes
1686,S7,D7,13,2,82.729,4,7.5,T17_2_2.tif,yes
1687,S7,D7,13,2,95.6,4,7.5,T17_2_3.tif,yes
1688,S7,D7,13,2,98.268,4,7.5,T17_2_3.tif,yes
1689,S7,D7,13,2,102.304,4,7.5,T17_2_3.tif,yes
1690,S7,D7,13,2,105.902,4,7.5,T17_2_4.tif,yes
1691,S7,D7,13,2,97.355,4,7.5,T17_2_5.tif,yes
1692,S7,D7,13,2,100.404,4,7.5,T17_2_6.tif,yes
1693,S7,D7,13,2,97.323,4,7.5,T17_2_6.tif,yes
1694,S7,D7,13,2,91.467,4,7.5,T17_2_6.tif,yes
1695,S7,D7,13,2,95.296,4,7.5,T17_2_7.tif,yes
1696,S7,D7,13,2,100.747,4,7.5,T17_2_8.tif,yes
1697,S7,D7,13,2,102.288,4,7.5,T17_2_8.tif,yes
1698,S7,D7,13,2,82.675,4,7.5,T17_2_8.tif,yes
1699,S7,D7,13,2,105.915,4,7.5,T17_2_8.tif,no
1700,S7,D7,13,3,91.398,4,7.5,T17_3_.tif,yes
1701,S7,D7,13,3,96.073,4,7.5,T17_3_2.tif,yes
1702,S7,D7,13,3,89.451,4,7.5,T17_3_3.tif,yes
1703,S7,D7,13,3,86.802,4,7.5,T17_3_3.tif,yes
1704,S7,D7,13,3,92.687,4,7.5,T17_3_5.tif,yes
1705,S7,D7,13,3,98.826,4,7.5,T17_3_6.tif,yes
1706,S7,D7,13,3,86.947,4,7.5,T17_3_7.tif,yes
1707,S7,D7,13,3,91.828,4,7.5,T17_3_7.tif,yes
1708,S7,D7,13,3,99.597,4,7.5,T17_3_8.tif,yes
1709,S7,D7,13,3,97.889,4,7.5,T17_3_9.tif,yes
1710,S7,D7,13,3,96.288,4,7.5,T17_3_11.tif,yes
1711,S7,D7,13,3,88.647,4,7.5,T17_3_12.tif,yes
1712,S7,D7,13,3,95.229,4,7.5,T17_3_13.tif,yes
1713,S7,D7,13,3,96.381,4,7.5,T17_3_14.tif,yes
1714,S7,D7,13,3,90.801,4,7.5,T17_3_15.tif,yes
1715,S7,D7,13,3,92.432,4,7.5,T17_3_16.tif,yes
1716,S7,D7,13,3,97.574,4,7.5,T17_3_17.tif,yes
1717,S7,D7,13,3,98.167,4,7.5,T17_3_18.tif,yes
1718,S8,D7,14,1,102.169,4,7.5,T18_1_2.tif,yes
1719,S8,D7,14,1,101,4,7.5,T18_1_3.tif,no
1720,S8,D7,14,1,103.138,4,7.5,T18_1_3.tif,yes
1721,S8,D7,14,1,90.766,4,7.5,T18_1_4.tif,yes
1722,S8,D7,14,1,86.576,4,7.5,T18_1_4.tif,yes
1723,S8,D7,14,1,97.188,4,7.5,T18_1_5.tif,yes
1724,S8,D7,14,1,100.77,4,7.5,T18_1_6.tif,no
1725,S8,D7,14,1,111.256,4,7.5,T18_1_7.tif,no
1726,S8,D7,14,1,109.779,4,7.5,T18_1_8.tif,yes
1727,S8,D7,14,1,104.994,4,7.5,T18_1_12.tif,yes
1728,S8,D7,14,1,90.688,4,7.5,T18_1_14.tif,yes
1729,S8,D7,14,1,100.72,4,7.5,T18_1_15.tif,yes
1730,S8,D7,14,1,105.684,4,7.5,T18_1_16.tif,no
1731,S8,D7,14,1,84.843,4,7.5,T18_1_16.tif,yes
1732,S8,D7,14,1,104.97,4,7.5,T18_1_16.tif,yes
1733,S8,D7,14,1,103.101,4,7.5,T18_1_17.tif,yes
1734,S8,D7,14,1,106.502,4,7.5,T18_1_17.tif,yes
1735,S8,D7,14,1,104.39,4,7.5,T18_1_17.tif,yes
1736,S8,D7,14,1,97.986,4,7.5,T18_1_17.tif,yes
1737,S8,D7,14,2,92.867,4,7.5,T18_2_1.tif,yes
1738,S8,D7,14,2,82.412,4,7.5,T18_2_2.tif,yes
1739,S8,D7,14,2,106.679,4,7.5,T18_2_3.tif,yes
1740,S8,D7,14,2,102.081,4,7.5,T18_2_4.tif,yes
1741,S8,D7,14,2,98.208,4,7.5,T18_2_5.tif,yes
1742,S8,D7,14,2,96.618,4,7.5,T18_2_5.tif,yes
1743,S8,D7,14,2,95.622,4,7.5,T18_2_6.tif,yes
1744,S8,D7,14,2,106.053,4,7.5,T18_2_7.tif,no
1745,S8,D7,14,2,104.157,4,7.5,T18_2_10.tif,no
1746,S8,D7,14,2,93.006,4,7.5,T18_2_10.tif,yes
1747,S8,D7,14,2,100.23,4,7.5,T18_2_11.tif,yes
1748,S8,D7,14,2,90.022,4,7.5,T18_2_11.tif,yes
1749,S8,D7,14,2,101.175,4,7.5,T18_2_11.tif,no
1750,S8,D7,14,2,95.624,4,7.5,T18_2_12.tif,yes
1751,S8,D7,14,2,98.341,4,7.5,T18_2_13.tif,yes
1752,S8,D7,14,2,105.76,4,7.5,T18_2_15.tif,yes
1753,S8,D7,14,2,107.284,4,7.5,T18_2_16.tif,yes
1754,S8,D7,14,2,104.13,4,7.5,T18_2_17.tif,yes
1755,S8,D7,14,2,93.888,4,7.5,T18_2_18.tif,yes
1756,S8,D7,14,3,106.444,4,7.5,T18_3_1.tif,yes
1757,S8,D7,14,3,104.183,4,7.5,T18_3_2.tif,yes
1758,S8,D7,14,3,97.951,4,7.5,T18_3_3.tif,yes
1759,S8,D7,14,3,103.46,4,7.5,T18_3_4.tif,yes
1760,S8,D7,14,3,99.82,4,7.5,T18_3_5.tif,yes
1761,S8,D7,14,3,86.596,4,7.5,T18_3_6.tif,yes
1762,S8,D7,14,3,101.174,4,7.5,T18_3_7.tif,yes
1763,S8,D7,14,3,106.866,4,7.5,T18_3_8.tif,yes
1764,S8,D7,14,3,93.588,4,7.5,T18_3_9.tif,yes
1765,S8,D7,14,3,105.33,4,7.5,T18_3_10.tif,no
1766,S8,D7,14,3,101.112,4,7.5,T18_3_11.tif,yes
1767,S8,D7,14,3,97.223,4,7.5,T18_3_12.tif,yes
1768,S8,D7,14,3,92.353,4,7.5,T18_3_13.tif,yes
1769,S8,D7,14,3,76.127,4,7.5,T18_3_14.tif,yes
1770,S8,D7,14,3,99.024,4,7.5,T18_3_15.tif,no
1771,S8,D7,14,3,97.795,4,7.5,T18_3_16.tif,yes
1772,S8,D7,14,3,105.757,4,7.5,T18_3_17.tif,no
1773,S8,D7,14,3,96.536,4,7.5,T18_3_18.tif,yes
1774,S8,D7,14,3,100.938,4,7.5,T18_3_19.tif,no
1775,S8,D7,14,3,98.609,4,7.5,T18_3_21.tif,yes
1776,S7,D8,15,1,89.015,4,7.5,T19_1_1.tif,yes
1777,S7,D8,15,1,99.77,4,7.5,T19_1_2.tif,yes
1778,S7,D8,15,1,95.356,4,7.5,T19_1_3.tif,yes
1779,S7,D8,15,1,91.122,4,7.5,T19_1_6.tif,yes
1780,S7,D8,15,1,97.742,4,7.5,T19_1_6.tif,yes
1781,S7,D8,15,1,97.98,4,7.5,T19_1_6.tif,yes
1782,S7,D8,15,1,87.76,4,7.5,T19_1_6.tif,yes
1783,S7,D8,15,1,102.149,4,7.5,T19_1_6.tif,yes
1784,S7,D8,15,1,101.777,4,7.5,T19_1_7.tif,yes
1785,S7,D8,15,1,82.365,4,7.5,T19_1_7.tif,yes
1786,S7,D8,15,1,94.402,4,7.5,T19_1_8.tif,yes
1787,S7,D8,15,1,98.367,4,7.5,T19_1_9.tif,yes
1788,S7,D8,15,1,100.681,4,7.5,T19_1_10.tif,yes
1789,S7,D8,15,1,106.047,4,7.5,T19_1_12.tif,yes
1790,S7,D8,15,1,97.518,4,7.5,T19_1_13.tif,yes
1791,S7,D8,15,1,98.841,4,7.5,T19_1_13.tif,yes
1792,S7,D8,15,1,90.476,4,7.5,T19_1_13.tif,yes
1793,S7,D8,15,1,91.93,4,7.5,T19_1_13.tif,yes
1794,S7,D8,15,1,87.425,4,7.5,T19_1_14.tif,yes
1795,S7,D8,15,1,95.386,4,7.5,T19_1_14.tif,yes
1796,S7,D8,15,2,92.93,4,7.5,T19_2_1.tif,yes
1797,S7,D8,15,2,89.023,4,7.5,T19_2_3.tif,yes
1798,S7,D8,15,2,100.006,4,7.5,T19_2_4.tif,yes
1799,S7,D8,15,2,94.535,4,7.5,T19_2_5.tif,yes
1800,S7,D8,15,2,89.912,4,7.5,T19_2_6.tif,yes
1801,S7,D8,15,2,98.989,4,7.5,T19_2_7.tif,yes
1802,S7,D8,15,2,96.408,4,7.5,T19_2_7.tif,yes
1803,S7,D8,15,2,99.437,4,7.5,T19_2_8.tif,yes
1804,S7,D8,15,2,92.067,4,7.5,T19_2_9.tif,yes
1805,S7,D8,15,2,104.009,4,7.5,T19_2_10.tif,yes
1806,S7,D8,15,2,94.922,4,7.5,T19_2_11.tif,yes
1807,S7,D8,15,2,96.214,4,7.5,T19_2_12.tif,yes
1808,S7,D8,15,2,97.36,4,7.5,T19_2_13.tif,yes
1809,S7,D8,15,2,92.449,4,7.5,T19_2_14.tif,yes
1810,S7,D8,15,2,91.497,4,7.5,T19_2_15.tif,yes
1811,S7,D8,15,2,100.862,4,7.5,T19_2_15.tif,yes
1812,S7,D8,15,2,90.111,4,7.5,T19_2_16.tif,yes
1813,S7,D8,15,2,91.027,4,7.5,T19_2_17.tif,yes
1814,S7,D8,15,2,92.486,4,7.5,T19_2_17.tif,yes
1815,S7,D8,15,2,93.782,4,7.5,T19_2_19.tif,yes
1816,S7,D8,15,3,96.386,4,7.5,T19_3_.tif,yes
1817,S7,D8,15,3,93.982,4,7.5,T19_3_1.tif,yes
1818,S7,D8,15,3,90.594,4,7.5,T19_3_1.tif,yes
1819,S7,D8,15,3,93.149,4,7.5,T19_3_2.tif,yes
1820,S7,D8,15,3,90.611,4,7.5,T19_3_2.tif,yes
1821,S7,D8,15,3,99.505,4,7.5,T19_3_3.tif,yes
1822,S7,D8,15,3,92.229,4,7.5,T19_3_3.tif,yes
1823,S7,D8,15,3,94.295,4,7.5,T19_3_4.tif,yes
1824,S7,D8,15,3,90.893,4,7.5,T19_3_4.tif,yes
1825,S7,D8,15,3,87.264,4,7.5,T19_3_5.tif,yes
1826,S7,D8,15,3,93.573,4,7.5,T19_3_5.tif,yes
1827,S7,D8,15,3,91.18,4,7.5,T19_3_6.tif,yes
1828,S7,D8,15,3,97.654,4,7.5,T19_3_7.tif,yes
1829,S7,D8,15,3,98.499,4,7.5,T19_3_9.tif,yes
1830,S7,D8,15,3,93.111,4,7.5,T19_3_9.tif,yes
1831,S7,D8,15,3,91.666,4,7.5,T19_3_9.tif,yes
1832,S7,D8,15,3,95.017,4,7.5,T19_3_9.tif,yes
1833,S7,D8,15,3,88.482,4,7.5,T19_3_10-1.tif,yes
1834,S8,D8,16,1,98.454,4,7.5,T20_1_2.tif,yes
1835,S8,D8,16,1,94.857,4,7.5,T20_1_3.tif,yes
1836,S8,D8,16,1,107.078,4,7.5,T20_1_3.tif,yes
1837,S8,D8,16,1,88.122,4,7.5,T20_1_4.tif,yes
1838,S8,D8,16,1,99.004,4,7.5,T20_1_5.tif,yes
1839,S8,D8,16,1,98.792,4,7.5,T20_1_5.tif,yes
1840,S8,D8,16,1,98.078,4,7.5,T20_1_6.tif,yes
1841,S8,D8,16,1,97.477,4,7.5,T20_1_6.tif,yes
1842,S8,D8,16,1,104.676,4,7.5,T20_1_7.tif,yes
1843,S8,D8,16,1,92.472,4,7.5,T20_1_8.tif,yes
1844,S8,D8,16,1,101.24,4,7.5,T20_1_8.tif,yes
1845,S8,D8,16,1,96.304,4,7.5,T20_1_9.tif,yes
1846,S8,D8,16,1,101.705,4,7.5,T20_1_9.tif,yes
1847,S8,D8,16,1,101.669,4,7.5,T20_1_9.tif,yes
1848,S8,D8,16,1,96.764,4,7.5,T20_1_9.tif,no
1849,S8,D8,16,1,97.337,4,7.5,T20_1_10-1.tif,yes
1850,S8,D8,16,1,105.58,4,7.5,T20_1_10-1.tif,yes
1851,S8,D8,16,1,101.231,4,7.5,T20_1_11.tif,yes
1852,S8,D8,16,1,92.726,4,7.5,T20_1_11.tif,yes
1853,S8,D8,16,1,98.629,4,7.5,T20_1_11.tif,yes
1854,S8,D8,16,2,92.204,4,7.5,T20_2_1.tif,yes
1855,S8,D8,16,2,88.193,4,7.5,T20_2_2.tif,yes
1856,S8,D8,16,2,88.275,4,7.5,T20_2_3.tif,yes
1857,S8,D8,16,2,100.584,4,7.5,T20_2_3.tif,yes
1858,S8,D8,16,2,100.035,4,7.5,T20_2_3.tif,yes
1859,S8,D8,16,2,87.138,4,7.5,T20_2_4.tif,yes
1860,S8,D8,16,2,97.927,4,7.5,T20_2_4.tif,yes
1861,S8,D8,16,2,98.49,4,7.5,T20_2_4.tif,yes
1862,S8,D8,16,2,92.08,4,7.5,T20_2_5.tif,yes
1863,S8,D8,16,2,108.101,4,7.5,T20_2_5.tif,no
1864,S8,D8,16,2,100.907,4,7.5,T20_2_5.tif,yes
1865,S8,D8,16,2,97.455,4,7.5,T20_2_6.tif,yes
1866,S8,D8,16,2,94.838,4,7.5,T20_2_7.tif,yes
1867,S8,D8,16,2,94.293,4,7.5,T20_2_7.tif,yes
1868,S8,D8,16,2,95.99,4,7.5,T20_2_7.tif,yes
1869,S8,D8,16,2,95.247,4,7.5,T20_2_10.tif,yes
1870,S8,D8,16,2,92.142,4,7.5,T20_2_11.tif,yes
1871,S8,D8,16,2,86.596,4,7.5,T20_2_11.tif,yes
1872,S8,D8,16,2,89.777,4,7.5,T20_2_11.tif,yes
1873,S8,D8,16,2,94.401,4,7.5,T20_2_12.tif,yes
1874,S8,D8,16,3,96.385,4,7.5,T20_3_.tif,yes
1875,S8,D8,16,3,83.973,4,7.5,T20_3_1.tif,yes
1876,S8,D8,16,3,103.814,4,7.5,T20_3_2.tif,yes
1877,S8,D8,16,3,87.825,4,7.5,T20_3_3.tif,yes
1878,S8,D8,16,3,95.407,4,7.5,T20_3_4.tif,yes
1879,S8,D8,16,3,95.107,4,7.5,T20_3_5.tif,yes
1880,S8,D8,16,3,94.894,4,7.5,T20_3_6.tif,yes
1881,S8,D8,16,3,97.199,4,7.5,T20_3_7.tif,yes
1882,S8,D8,16,3,93.594,4,7.5,T20_3_8.tif,yes
1883,S8,D8,16,3,87.351,4,7.5,T20_3_9.tif,yes
1884,S8,D8,16,3,93.448,4,7.5,T20_3_12.tif,yes
1885,S8,D8,16,3,86.888,4,7.5,T20_3_13.tif,yes
1886,S8,D8,16,3,91.113,4,7.5,T20_3_14.tif,yes
1887,S8,D8,16,3,96.855,4,7.5,T20_3_15.tif,yes
1888,S8,D8,16,3,98.481,4,7.5,T20_3_15.tif,yes
1889,S8,D8,16,3,90.254,4,7.5,T20_3_16.tif,yes
1890,S8,D8,16,3,82.536,4,7.5,T20_3_16.tif,yes
1891,S8,D8,16,3,93.835,4,7.5,T20_3_17.tif,yes
1892,S8,D8,16,3,103.633,4,7.5,T20_3_19.tif,no
